6,28
133,59
118,1
297,336
242,62
339,186
149,28
32,292
302,110
137,339
22,356
279,340
284,37
250,90
353,79
173,120
203,347
225,307
394,353
120,291
308,62
322,330
185,181
237,275
303,76
86,384
273,165
324,395
20,304
276,297
347,365
246,124
165,12
283,212
291,137
236,161
33,333
204,65
270,241
357,63
293,329
291,56
323,189
348,212
21,217
376,352
397,360
181,322
40,37
19,25
326,398
313,48
166,279
344,6
360,278
245,305
31,44
139,369
169,194
144,94
317,256
363,187
268,90
340,18
115,170
23,53
326,137
225,294
209,108
139,222
133,384
15,379
302,131
354,361
238,52
27,95
260,111
203,258
23,220
226,242
107,200
258,160
288,215
66,247
333,272
359,51
63,323
223,294
80,219
29,121
324,35
111,158
211,260
69,232
391,114
341,39
78,195
108,244
299,319
231,1
228,389
274,38
44,368
53,304
371,266
168,264
264,335
182,233
381,151
379,350
141,74
132,78
385,52
223,136
50,233
262,23
197,223
386,1
233,249
157,163
268,273
230,261
11,72
338,143
308,55
333,298
8,291
191,203
89,299
208,304
62,168
249,350
16,270
54,216
314,205
283,189
267,316
36,278
107,364
73,390
211,16
374,395
323,399
7,58
266,339
200,96
183,74
175,244
241,150
121,10
144,194
70,320
122,22
260,396
80,15
283,117
383,306
32,198
65,366
324,130
234,232
341,124
95,335
318,94
185,369
353,188
213,309
237,233
282,26
159,259
6,306
180,145
319,169
345,162
48,325
206,31
321,191
84,386
397,336
147,77
66,265
389,249
114,327
382,51
320,191
16,113
335,201
287,61
308,167
65,362
274,76
172,218
358,216
178,29
290,140
364,97
383,113
265,271
376,80
184,379
320,59
65,66
355,4
124,124
5,302
284,184
355,301
45,373
329,163
364,262
10,225
96,298
126,46
245,194
203,166
338,390
291,76
8,297
216,289
285,47
65,171
396,49
81,264
361,350
90,173
145,162
258,240
349,150
227,186
167,229
223,179
13,2
247,291
119,225
300,238
21,63
320,284
75,201
385,39
148,269
313,162
303,130
362,351
306,324
61,368
352,302
388,319
71,94
163,261
381,83
9,150
178,161
296,377
354,129
77,289
269,92
34,250
47,386
200,328
50,376
246,125
90,99
269,131
178,15
9,45
249,83
115,161
220,390
281,10
345,344
22,375
71,235
22,252
308,11
132,172
146,305
261,285
119,256
375,108
139,190
280,368
376,43
39,179
112,154
126,184
364,77
274,22
257,356
306,132
397,377
254,95
69,130
353,132
166,293
350,106
336,8
349,365
248,258
9,82
144,89
58,150
286,141
388,89
69,60
21,280
195,306
134,107
165,253
26,176
62,136
129,172
346,73
250,124
97,71
263,387
74,257
250,5
112,226
144,154
72,189
310,156
272,155
261,224
46,8
366,324
148,367
150,261
224,397
371,83
389,298
170,197
296,254
65,249
228,315
116,369
279,18
203,368
236,152
289,399
322,274
17,90
113,208
234,384
113,32
339,16
210,177
320,89
145,362
141,328
20,80
67,130
144,95
84,168
304,215
362,26
306,319
193,128
220,324
298,34
208,219
239,11
400,187
358,284
221,307
122,388
325,89
230,354
118,101
279,97
341,168
240,364
163,90
291,102
31,21
164,192
314,64
352,373
40,120
274,34
115,298
40,74
274,299
175,65
50,62
239,275
112,134
204,99
12,133
174,329
295,315
273,132
217,48
365,303
286,32
29,37
129,69
293,290
378,375
308,133
122,243
146,240
248,293
33,279
388,130
385,177
195,130
8,54
120,252
388,42
317,373
244,231
7,327
92,354
352,80
316,274
73,252
239,40
348,310
279,283
235,107
35,382
304,42
375,94
391,304
19,224
316,119
54,180
149,61
216,308
310,300
261,286
34,134
348,336
253,257
210,174
238,139
195,231
140,126
349,93
204,299
189,369
230,274
23,307
86,180
72,390
160,90
108,312
280,235
231,385
334,263
347,233
78,134
125,175
35,106
94,127
71,269
83,92
124,240
63,132
332,65
170,22
73,248
281,215
289,372
206,130
193,142
359,383
258,376
262,6
375,270
346,364
260,326
146,174
54,73
327,100
77,151
1,199
257,215
152,301
15,312
344,255
45,139
329,302
73,390
370,308
22,31
316,363
114,48
50,205
150,41
240,101
116,43
24,101
323,168
249,254
248,219
210,316
314,383
185,121
268,284
113,83
292,234
400,73
28,157
267,276
78,46
10,135
29,399
210,127
320,238
168,168
33,243
206,169
234,83
211,389
129,377
264,342
197,85
247,343
282,386
107,388
250,56
123,106
290,130
336,338
182,264
13,115
272,129
145,99
293,127
116,361
68,276
21,265
101,346
160,266
145,102
205,208
219,373
62,156
54,87
187,98
76,300
160,64
174,137
81,151
84,358
296,140
356,61
136,159
397,83
79,105
87,362
135,332
380,4
382,392
96,309
333,65
299,278
147,79
6,266
65,297
100,229
70,279
130,366
315,204
136,376
195,5
340,311
22,162
340,360
190,109
349,364
289,371
56,13
62,234
201,27
204,228
78,116
36,260
368,268
189,254
105,57
63,362
137,1
181,209
360,375
150,151
350,99
271,134
238,297
314,181
49,316
152,73
287,77
142,335
258,393
376,271
309,166
224,364
375,229
239,356
71,397
3,74
246,220
272,51
322,85
34,97
222,231
220,38
109,237
394,54
242,1
95,348
235,171
187,146
111,95
221,103
227,263
375,315
34,247
332,363
187,388
1,247
247,320
327,85
310,139
324,39
88,173
238,300
38,350
286,228
208,10
47,341
254,132
127,48
228,201
26,285
56,126
119,128
75,7
300,101
273,371
42,89
106,280
390,329
182,169
136,228
175,195
131,71
6,291
311,332
365,337
26,6
199,163
338,321
287,33
326,18
188,256
98,187
45,119
126,205
370,208
329,67
186,306
377,322
339,316
45,308
24,206
117,258
33,254
2,317
275,328
391,143
105,197
301,28
28,161
259,38
51,37
325,230
351,168
178,367
378,129
175,254
229,176
297,400
197,338
127,138
248,225
41,221
228,187
240,39
40,294
245,204
250,324
243,87
56,374
147,377
113,290
31,212
149,340
379,255
232,232
178,275
325,200
298,164
241,283
141,145
216,348
63,23
87,223
252,294
64,306
171,375
52,124
60,94
299,389
319,162
171,117
49,35
246,386
178,355
13,63
392,315
338,247
293,170
233,73
217,23
183,200
150,400
181,171
11,63
207,325
142,165
50,13
47,374
360,396
195,78
202,156
255,50
279,262
63,357
132,257
175,73
58,137
40,153
201,130
208,379
387,13
137,220
123,55
161,272
378,347
241,281
142,89
359,110
372,132
32,197
207,94
3,367
246,131
239,382
299,55
73,84
94,91
244,123
162,204
300,176
205,285
236,353
61,395
299,63
248,2
134,280
299,370
68,248
339,247
153,130
218,293
233,69
9,156
237,348
333,394
237,335
28,107
245,353
300,270
132,394
77,330
324,153
238,17
80,273
337,232
386,321
24,49
50,172
210,289
369,26
342,296
93,316
274,242
51,203
232,251
187,257
338,345
263,189
289,324
50,36
90,361
213,377
376,317
166,228
180,368
372,33
14,300
23,339
202,306
254,381
157,148
49,212
153,121
315,344
278,387
314,263
354,240
275,133
325,134
268,247
32,347
205,324
353,247
20,96
356,314
128,120
223,132
158,347
33,296
341,302
221,295
100,153
127,206
391,15
161,178
373,263
319,387
348,38
151,86
135,35
328,159
392,5
112,185
18,350
101,287
135,366
79,148
257,123
317,302
207,291
147,397
135,16
150,110
276,311
365,351
266,11
97,88
331,266
150,342
309,187
3,271
321,317
359,174
64,34
84,375
373,143
215,299
133,234
126,167
293,332
382,108
384,21
3,139
297,217
145,231
242,392
372,381
296,302
249,177
266,242
298,119
365,59
368,216
183,205
371,195
341,375
105,214
66,112
393,391
260,52
370,158
144,291
60,355
315,52
372,202
6,222
173,191
325,308
61,181
38,309
42,171
338,336
317,13
41,118
149,339
89,365
104,74
84,208
108,8
261,361
54,293
71,212
47,341
135,183
278,392
80,335
150,27
78,391
154,122
268,238
339,111
245,113
359,176
366,202
99,296
148,42
36,267
302,388
329,109
160,175
188,268
315,35
75,184
275,290
358,335
398,238
92,256
218,8
50,240
246,294
222,335
32,121
388,102
328,356
121,21
62,85
197,6
24,27
385,355
386,112
355,169
6,251
333,348
366,237
226,53
398,83
16,336
291,236
339,317
338,132
154,262
77,141
15,37
247,127
377,318
264,362
5,343
321,302
96,379
34,94
393,284
209,95
148,324
21,5
47,54
197,230
112,45
252,276
94,315
1,371
131,234
226,357
249,371
19,214
169,183
31,144
